,Delta,Theta,Alpha,Beta,Gamma,Subject,Session,Condition,BinaryCondition,TernaryCondition
ECoG_ch111,0.03192455882543352,0.006854574491354126,0.003724706299934553,0.0019968601301801805,0.0010678126640491677,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch112,0.030040635647446724,0.007395082725772548,0.004007162707909924,0.0021559751370252476,0.0011049910092362967,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch113,0.027874713252135273,0.0072240511460195285,0.0036257395937288506,0.0021054408048877394,0.0011542555108946596,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch114,0.028566108594523985,0.00763572582014428,0.003785130280533524,0.00219538781653024,0.0011912636645724853,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch115,0.02980995625395346,0.006871383500268613,0.0035433580511838613,0.0017476417195412127,0.0010539497671902234,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch116,0.029584249295745227,0.006723058261803633,0.003230533039680823,0.001678258482237847,0.001019504862178425,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch117,0.030338433507855946,0.007848379616115252,0.003676340934045317,0.0018903508862268558,0.0010968791338137544,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch118,0.03220088980698358,0.00799204397721993,0.003671491207906411,0.0018860731803861594,0.0011517491123706578,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch119,0.03379268651055271,0.00917559081979034,0.003914892463266795,0.0019061467773327848,0.001216786246557782,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch120,0.036354980254707965,0.009102931666557165,0.004080421177136762,0.0019500506267046789,0.0013255407504938008,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch121,0.03747253940067334,0.0092493394621635,0.004311158022651362,0.002124462823868503,0.0014420377193705227,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch122,0.046159630942763936,0.010678614606012821,0.005861629865811873,0.0026572985241843806,0.0015222687296844147,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch123,0.03767582915050756,0.009061016853517406,0.004328752961913133,0.0020331024667498013,0.001260545292357899,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch124,0.045807571656042705,0.010296206913260029,0.005504508712225645,0.0024077274768802776,0.0014430926980253918,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch125,0.033827356587275786,0.008273239136782864,0.004102001900942695,0.0018927637001034158,0.0012341617167838264,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch126,0.04047646696493037,0.009543576602962503,0.005402194537267747,0.002278803364129495,0.001423887529841834,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch127,0.03125771144582813,0.0071299009855120095,0.003340458022885358,0.0017267403453360426,0.001204281806244196,TestSub01,TestSession,testCondition,,InBetween
ECoG_ch128,0.035752123416063285,0.00834254745691601,0.0043097836644920996,0.002031554302982472,0.0013861371958277275,TestSub01,TestSession,testCondition,,InBetween
